"Fighter","Opponent","Date","Country","WT_Class","Height","Weight","Birthdate","Team","Nickname","Stance","Reach","Decision","Rnd","Time","Event","Res","SDBL","SDB_A","SDHL","SDH_A","SDLL","SDL_A","TSL","TS_A","SSL","SS_A","X.Total_Strikes","KD","X.BODY","X.HEAD","X.LEG","SCBL","SCB_A","SCHL","SCH_A","SCLL","SCL_A","RV","SR","TDL","TD_A","TDS","X.TK_ACC","SGBL","SGB_A","SGHL","SGH_A","SGLL","SGL_A","AD","ADTB","ADHG","ADTM","ADTS","SM","Southpaw_Stance","Orthodox_Stance","Switch_Stance","Time_Seconds","Total_Fight_Time_Seconds","Decision_Unanimous","KO_TKO","Submission","Decision_Split","No_Contest","Draw","Decision_Majority","TKO_Doctors_Stoppage","Africa","Asia","Europe","North_America","South_America","Oceania","X.Significant_Strikes","X.Clinch_Body_Strikes","X.Clinch_Head_Strikes","X.Clinch_Leg_Strikes","X.Ground_Body_Strikes","X.Ground_Head_Strikes","X.Ground_Leg_Strikes","Results","Continent"
"Sean Brady","Michael Chiesa",2017-07-08,"USA","Welterweight",70,170,1988-07-09,"Marquez MMA","0","Orthodox",72,"Decision - Unanimous",3,"5:00","UFC Fight Night: Vieira vs. Tate","W",2,2,8,31,8,9,51,80,18,42,63,0,100,26,89,0,0,0,0,0,0,0,0,5,8,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,42,0,0,0,0,0,0,1,"North America"
"Mateusz Gamrot","Scott Holtzman",2017-07-08,"Poland","Lightweight",70,156,1991-02-18,"American Top Team","Gamer","Southpaw",70,"KO/TKO",2,"1:22","UFC Fight Night: Vettori vs. Holland","W",7,9,14,33,9,10,41,65,39,63,63,1,80,45,93,0,0,1,1,5,5,0,0,2,5,0,40,1,1,2,4,0,0,0,0,0,0,0,0,1,0,0,82,382,0,1,0,0,0,0,0,0,0,0,1,0,0,0,61,0,100,100,100,50,0,1,"Europe"
"Christian Leroy Duncan","Armen Petrosyan",2017-07-08,"England","Middleweight",74,185,1987-12-18,"Range MMA Academy","CLD","Switch",79,"Decision - Unanimous",3,"5:00","UFC Fight Night: Vettori vs. Cannonier","L",8,16,22,71,28,34,73,136,59,122,53,0,50,32,82,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,300,900,1,0,0,0,0,0,0,0,0,0,1,0,0,0,48,0,0,0,0,100,0,0,"Europe"
"Modestas Bukauskas","Zac Pauga",2017-07-29,"Lithuania","Light Heavyweight",75,204,1991-02-21,"Gintas Combat","The Baltic Gladiator","Switch",78,"Decision - Unanimous",3,"5:00","UFC Fight Night: Vettori vs. Cannonier","W",6,8,40,90,4,4,62,120,56,112,51,0,83,44,100,4,4,1,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,300,900,1,0,0,0,0,0,0,0,0,0,1,0,0,0,50,100,20,0,0,100,0,1,"Europe"
"Jared Cannonier","Marvin Vettori",2017-09-09,"USA","Middleweight",71,185,1989-04-12,"MMA Lab","The Killa Gorilla","Orthodox",77,"Decision - Unanimous",5,"5:00","UFC Fight Night: Vettori vs. Cannonier","W",32,36,134,289,29,29,257,428,241,411,60,0,91,51,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,25,0,0,0,0,0,0,0,0,0,1,0,300,1500,1,0,0,0,0,0,0,0,0,0,0,1,0,0,58,0,0,0,100,76,0,1,"North America"
"Alessandro Costa","Jimmy Flick",2017-09-09,"Brazil","Flyweight",64,125,1987-08-03,"Lobo Gym MMA","Nono","Orthodox",67,"KO/TKO",2,"1:03","UFC Fight Night: Vettori vs. Cannonier","W",12,15,27,44,15,17,65,92,65,91,0,1,80,64,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,1,1,0,0,0,0,0,0,0,1,0,63,363,0,1,0,0,0,0,0,0,0,0,0,0,1,0,71,0,0,0,0,71,100,1,"South America"
"Daniel Pineda","Tucker Lutz",2017-09-09,"USA","Featherweight",67,146,1988-03-07,"4oz Fight Club","The Pit","Orthodox",69,"Submission",2,"2:50","UFC Fight Night: Vera vs. Sandhagen","W",3,8,9,22,10,11,41,66,24,45,62,1,40,42,91,1,2,1,2,0,0,0,0,1,2,0,50,1,2,9,10,0,0,0,0,0,0,0,0,0,1,0,170,470,0,0,1,0,0,0,0,0,0,0,0,1,0,0,53,50,50,0,50,90,0,1,"North America"
"Preston Parsons","Trevin Giles",2017-10-07,"USA","Welterweight",71,169,1986-09-09,"Gracie Barra South Jax","Pressure","Orthodox",71,"Decision - Split",3,"5:00","UFC Fight Night: Vera vs. Sandhagen","L",5,5,20,70,9,9,62,130,42,95,47,0,100,31,100,1,1,4,7,2,2,1,0,3,11,0,27,0,0,0,0,1,1,0,0,0,0,0,3,0,1,0,300,900,0,0,0,1,0,0,0,0,0,0,0,1,0,0,44,100,57,100,0,0,100,0,"North America"
"Cory Sandhagen","Marlon Vera",2017-10-07,"USA","Bantamweight",71,136,1984-02-12,"Elevation Fight Team","","Switch",70,"Decision - Split",5,"5:00","UFC Fight Night: Vera vs. Sandhagen","W",16,23,63,187,28,31,187,378,128,280,49,0,70,37,90,0,0,2,3,0,0,0,0,3,12,0,25,0,0,19,36,0,0,0,0,0,0,0,0,0,0,1,300,1500,0,0,0,1,0,0,0,0,0,0,0,1,0,0,45,0,66,0,0,52,0,1,"North America"
"Marlon Vera","Cory Sandhagen",2017-10-07,"Ecuador","Bantamweight",68,136,1990-01-15,"RVCA","Chito","Switch",70,"Decision - Split",5,"5:00","UFC Fight Night: Vera vs. Sandhagen","W",12,28,25,101,16,23,73,177,58,158,41,0,45,27,71,1,1,3,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,300,1500,0,0,0,1,0,0,0,0,0,0,0,0,1,0,36,100,100,100,0,0,0,1,"South America"
"Yana Santos","Holly Holm",2017-11-04,"Russia","Women's Bantamweight",66,144,1991-02-18,"American Top Team","Foxy","Orthodox",68,"Decision - Unanimous",3,"5:00","UFC Fight Night: Vera vs. Sandhagen","L",3,3,3,20,9,14,120,185,21,46,64,0,89,14,67,5,6,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,1,0,0,0,0,45,83,0,100,0,0,0,0,"Asia"
"Lukasz Brzeski","Martin Buday",2017-11-04,"Poland","Heavyweight",76,235,1995-08-01,"Universal Fight Team Rzeszow","The Bull","Orthodox",78,"Decision - Split",3,"5:00","UFC Fight Night: Vera vs. Cruz","L",51,69,47,177,18,22,124,280,118,273,44,0,74,27,82,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,300,900,0,0,0,1,0,0,0,0,0,0,1,0,0,0,43,0,40,0,0,0,0,0,"Europe"
"Marlon Vera","Dominick Cruz",2017-11-04,"Ecuador","Bantamweight",68,136,1987-11-19,"RVCA","Chito","Switch",70,"KO/TKO",4,"2:17","UFC Fight Night: Vera vs. Cruz","L",13,21,28,111,13,14,63,160,61,156,39,3,62,29,93,0,0,5,6,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,137,1037,0,1,0,0,0,0,0,0,0,0,0,0,1,0,39,0,83,0,0,50,0,0,"South America"
"Loopy Godinez","Angela Hill",2017-12-30,"Mexico","Women's Featherweight",62,115,1995-02-22,"Lobo Gym MMA","","Orthodox",61,"Decision - Unanimous",3,"5:00","UFC Fight Night: Vera vs. Cruz","L",19,27,65,202,1,1,98,250,92,241,39,0,70,34,100,0,0,7,11,0,0,0,0,1,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,38,0,63,0,0,0,0,0,"North America"
"Azamat Murzakanov","Devin Clark",2017-12-30,"Russia","Light Heavyweight",70,205,1990-02-13,"K Dojo","The Professional","Southpaw",71,"KO/TKO",3,"1:18","UFC Fight Night: Vera vs. Cruz","W",8,10,15,31,1,1,95,127,79,106,74,1,91,63,100,3,3,0,0,6,6,0,0,0,1,0,0,20,21,26,34,0,0,0,0,0,0,0,0,1,0,0,78,678,0,1,0,0,0,0,0,0,0,1,0,0,0,0,74,100,0,100,95,76,0,1,"Asia"
"Youssef Zalal","Da'Mon Blackshear",2017-12-30,"Morocco","Featherweight",70,145,1989-04-12,"FactoryX Muay Thai","The Moroccan Devil","Switch",72,"Draw",3,"5:00","UFC Fight Night: Vera vs. Cruz","D",10,11,25,93,7,10,82,179,63,150,45,0,93,34,70,2,2,3,5,0,0,1,0,1,1,0,100,1,1,15,28,0,0,1,1,15,28,0,1,0,0,1,300,900,0,0,0,0,0,1,0,0,1,0,0,0,0,0,42,100,60,0,100,53,0,0,"Africa"
"Angela Hill","Loopy Godínez",2017-12-30,"USA","Strawweight",63,115,1987-08-03,"Alliance MMA","Overkill","Orthodox",64,"Decision - Unanimous",3,"5:00","UFC Fight Night: Vera vs. Cruz","W",27,41,46,159,1,1,88,225,85,218,39,0,68,31,100,3,3,5,11,0,0,0,0,1,6,0,17,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,38,100,45,0,0,100,0,1,"North America"
"Gerald Meerschaert","Bruno Silva",2018-02-10,"USA","Middleweight",73,185,1991-02-18,"Roufusport","GM3","Orthodox",77,"Submission",3,"1:39","UFC Fight Night: Vera vs. Cruz","W",9,12,18,73,9,10,61,136,46,114,44,1,75,30,90,0,0,0,0,0,0,0,0,1,6,0,17,0,0,10,19,0,0,0,0,0,0,0,1,0,1,0,99,699,0,0,1,0,0,0,0,0,0,0,0,1,0,0,40,0,0,0,0,52,0,1,"North America"
"Ode Osbourne","Tyson Nam",2018-02-10,"Jamaica","Flyweight",67,125,1989-07-22,"Syndicate MMA","The Jamaican Sensation","Southpaw",73,"KO/TKO",1,"2:59","UFC Fight Night: Vera vs. Cruz","L",7,8,7,32,1,1,15,41,15,41,36,0,88,22,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,179,179,0,1,0,0,0,0,0,0,0,0,0,1,0,0,36,0,0,0,0,0,0,0,"North America"
"Marcin Tybura","Tai Tuivasa",2018-02-10,"Poland","Heavyweight",75,247,1993-03-16,"Ankos MMA","Tybur","Orthodox",78,"Submission",1,"4:08","UFC Fight Night: Tuivasa vs. Tybura","W",4,7,4,13,0,0,73,96,27,41,76,0,57,68,0,0,0,0,0,0,0,0,0,1,4,0,25,0,0,19,21,0,0,0,0,0,0,0,1,0,1,0,248,248,0,0,1,0,0,0,0,0,0,0,1,0,0,0,65,0,0,0,0,90,0,1,"Europe"
"Chelsea Chandler","Josiane Nunes",2018-02-10,"USA","Women's Bantamweight",68,137,1988-03-20,"Cesar Gracie Jiu-Jitsu","0","Southpaw",68,"Decision - Unanimous",3,"5:00","UFC Fight Night: Tuivasa vs. Tybura","W",9,17,32,87,2,2,100,176,58,130,56,0,62,40,100,2,2,0,1,0,0,0,0,2,2,0,100,2,2,11,19,0,0,0,0,0,0,0,0,1,0,0,300,900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,44,100,0,0,100,57,0,1,"North America"
"Jafel Filho","Ode' Osbourne",2018-03-03,"Brazil","Flyweight",67,125,1993-03-24,"Nova Uniao","Pastor","Orthodox",68,"Submission",1,"4:27","UFC Fight Night: Tuivasa vs. Tybura","W",2,2,0,3,1,2,43,66,21,35,65,0,100,58,50,0,0,0,0,0,0,0,0,1,1,0,100,0,0,18,28,0,0,0,0,0,0,0,2,0,1,0,267,267,0,0,1,0,0,0,0,0,0,0,0,0,1,0,60,0,0,0,0,64,0,1,"South America"
"Charalampos Grigoriou","Chad Anheliger",2018-03-03,"Cyprus","Bantamweight",67,136,1989-11-11,"Serra-Longo Fight Team","Ferocious","Orthodox",67,"Decision - Unanimous",3,"5:00","UFC Fight Night: Tuivasa vs. Tybura","L",2,7,16,52,3,5,26,70,21,65,37,0,29,30,60,0,0,0,0,0,0,0,0,4,5,0,80,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,1,0,0,0,32,0,0,0,0,0,0,0,"Europe"
"Pannie Kianzad","Macy Chiasson",2018-03-03,"Sweden","Women's Bantamweight",67,136,1994-10-24,"Arte Suave Copenhagen","Banzai","Orthodox",66,"Submission",1,"3:54","UFC Fight Night: Tuivasa vs. Tybura","L",0,0,1,3,1,1,29,35,2,6,82,0,75,20,100,0,0,0,1,0,0,0,0,1,2,0,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,234,234,0,0,1,0,0,0,0,0,0,0,1,0,0,0,33,0,0,0,0,0,0,0,"Europe"
"Tai Tuivasa","Marcin Tybura",2018-03-03,"Australia","Heavyweight",74,265,1991-02-21,"Lions High Performance Centre","Bam Bam","Southpaw",75,"Submission",1,"4:08","UFC Fight Night: Tuivasa vs. Tybura","L",1,2,2,10,5,5,18,27,15,24,66,0,50,53,100,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,248,248,0,0,1,0,0,0,0,0,0,0,0,0,0,1,62,0,100,0,0,0,0,0,"Oceania"
"Josh Culibao","Danny Silva",2018-05-12,"Australia","Featherweight",70,146,1993-03-24,"Igor MMA","Kuya","Orthodox",73,"Decision - Split",3,"5:00","UFC Fight Night: Tuivasa vs. Tybura","L",20,26,58,165,8,8,89,205,87,202,43,0,77,35,100,0,0,1,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,300,900,0,0,0,1,0,0,0,0,0,0,0,0,0,1,43,0,33,0,0,0,0,0,"Oceania"
"Gerald Meerschaert","Bryan Barberena",2018-06-09,"USA","Middleweight",73,185,1991-02-18,"Roufusport","GM3","Orthodox",77,"Submission",2,"4:23","UFC Fight Night: Tuivasa vs. Tybura","W",2,3,7,12,2,2,30,36,11,17,83,0,67,58,100,0,0,0,0,0,0,0,0,3,7,0,43,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,263,563,0,0,1,0,0,0,0,0,0,0,0,1,0,0,64,0,0,0,0,0,0,1,"North America"
"Ode Osbourne","Jafel Filho",2018-06-09,"Jamaica","Flyweight",67,125,1993-03-16,"Syndicate MMA","The Jamaican Sensation","Southpaw",73,"Submission",1,"4:27","UFC Fight Night: Tuivasa vs. Tybura","L",0,1,0,4,0,0,1,6,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,267,267,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"North America"
"Umar Nurmagomedov","Nate Maness",2018-07-07,"Russia","Bantamweight",68,135,1987-12-07,"AKA (American Kickboxing Academy)","","Orthodox",69,"Decision - Unanimous",3,"5:00","UFC Fight Night: Tsarukyan vs. Gamrot","W",5,10,8,17,4,6,128,161,74,100,79,0,67,76,67,0,0,0,0,0,0,0,0,3,4,0,75,5,5,52,62,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,1,0,0,0,0,74,0,0,0,100,83,0,1,"Asia"
"Mateusz Gamrot","Arman Tsarukyan",2018-07-07,"Poland","Lightweight",70,156,1990-02-13,"American Top Team","Gamer","Southpaw",70,"Decision - Unanimous",5,"5:00","UFC Fight Night: Tsarukyan vs. Gamrot","W",9,12,60,112,4,5,108,166,81,138,65,0,75,56,80,0,0,4,5,0,0,0,0,6,21,0,29,0,0,4,4,0,0,0,0,0,0,0,0,1,0,0,300,1500,1,0,0,0,0,0,0,0,0,0,1,0,0,0,58,0,80,0,0,100,0,1,"Europe"
"Neil Magny","Shavkat Rakhmonov",2018-07-07,"USA","Welterweight",75,170,1986-07-20,"Elevation Fight Team","The Haitian Sensation","Orthodox",80,"Submission",2,"4:58","UFC Fight Night: Tsarukyan vs. Gamrot","L",2,2,3,10,3,4,21,35,11,22,60,0,100,38,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,1,0,298,598,0,0,1,0,0,0,0,0,0,0,0,1,0,0,50,0,0,0,0,50,0,0,"North America"
"Leon Edwards","Gunnar Nelson",2018-08-04,"England","Welterweight",74,170,1992-12-02,"Renegade MMA","Rocky","Southpaw",74,"Decision - Split",3,"5:00","UFC Fight Night: Till vs. Masvidal","W",2,6,2,9,0,1,47,69,31,49,68,1,76,57,50,10,10,5,8,1,1,0,0,2,3,1,67,1,1,10,13,0,0,1,1,0,0,0,0,1,0,0,300,900,0,0,0,1,0,0,0,0,0,0,1,0,0,0,63,100,62,100,100,76,0,1,"Europe"
"Nathaniel Wood","Jose Quiñonez",2018-08-04,"England","Featherweight",66,145,1995-08-01,"Great Britain Top Team","The Prospect","Orthodox",69,"Submission",2,"2:46","UFC Fight Night: Till vs. Masvidal","W",3,7,12,50,12,19,39,91,30,81,42,0,44,26,63,1,2,2,3,0,0,1,0,2,3,0,67,0,0,0,0,0,0,3,1,1,0,1,2,0,1,0,166,466,0,0,1,0,0,0,0,0,0,0,1,0,0,0,37,50,66,0,0,0,0,1,"Europe"
"Molly McCann","Priscila Cachoeira",2018-09-08,"England","Women's Featherweight",64,116,1991-09-25,"Next Generation UK","Meatball","Orthodox",62,"Decision - Unanimous",3,"5:00","UFC Fight Night: Till vs. Masvidal","W",11,14,66,141,13,14,110,200,107,197,55,0,81,48,93,2,2,10,19,0,0,0,0,2,11,0,18,5,7,5,7,0,0,2,0,1,0,1,2,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,1,0,0,0,54,100,52,0,71,71,0,1,"Europe"
"Molly McCann","Gillian Robertson",2018-10-06,"England","Women's Featherweight",64,116,1984-02-12,"Next Generation UK","Meatball","Orthodox",62,"Submission",2,"2:05","UFC Fight Night: Thompson vs. Till","L",0,1,10,32,0,0,10,33,10,33,30,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,125,425,0,0,1,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,"Europe"
"Neil Magny","Craig White",2018-10-06,"USA","Welterweight",75,170,1989-11-11,"Elevation Fight Team","The Haitian Sensation","Orthodox",80,"KO/TKO",1,"4:32","UFC Fight Night: Thompson vs. Till","W",0,2,1,6,1,1,40,53,18,29,75,1,50,64,100,2,2,1,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,272,272,0,1,0,0,0,0,0,0,0,0,0,1,0,0,62,100,100,0,50,0,0,1,"North America"
"Curtis Blaydes","Justin Willis",2018-11-03,"USA","Heavyweight",76,256,1989-07-22,"Elevation Fight Team","Razor","Orthodox",80,"Decision - Unanimous",3,"5:00","UFC Fight Night: Thompson vs. Pettis","W",0,1,3,5,5,5,72,90,22,33,80,0,33,53,100,1,2,0,0,0,0,0,0,7,11,2,64,0,0,7,14,6,6,4,0,0,1,3,2,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,66,50,0,0,0,50,100,1,"North America"
"Marlon Vera","Frankie Saenz",2018-11-03,"Ecuador","Bantamweight",68,136,1984-03-16,"RVCA","Chito","Switch",70,"KO/TKO",1,"1:25","UFC Fight Night: Thompson vs. Pettis","W",0,1,2,4,5,6,13,17,12,16,76,1,0,78,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,1,85,85,0,1,0,0,0,0,0,0,0,0,0,0,1,0,75,0,0,0,0,100,0,1,"South America"
"Deiveson Figueiredo","Jussier Formiga",2018-12-08,"Brazil","Bantamweight",65,135,1986-07-20,"Team Figueiredo","Deus da Guerra","Orthodox",68,"Decision - Unanimous",3,"5:00","UFC Fight Night: Thompson vs. Pettis","L",5,9,3,33,1,3,41,80,14,50,51,0,64,17,33,2,2,1,1,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,0,1,0,28,100,100,0,0,100,0,0,"South America"
"Chris Gutierrez","Ryan MacDonald",2018-12-08,"USA","Bantamweight",69,136,1991-04-20,"FactoryX Muay Thai","El Guapo","Orthodox",67,"Decision - Unanimous",3,"5:00","UFC Fight Night: Thompson vs. Pettis","W",21,28,15,50,33,41,70,123,69,121,56,0,72,29,80,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,57,0,0,0,0,0,0,1,"North America"
"Chris Gutierrez","Ryan MacDonald",2018-12-08,"USA","Bantamweight",69,136,1988-03-07,"FactoryX Muay Thai","El Guapo","Orthodox",67,"Decision - Unanimous",3,"5:00","UFC Fight Night: Thompson vs. Pettis","W",0,3,6,22,17,23,32,60,26,52,53,0,0,36,74,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,50,0,0,0,0,100,0,1,"North America"
"Angela Hill","Randa Markos",2018-12-08,"USA","Strawweight",63,115,1991-02-21,"Alliance MMA","Overkill","Orthodox",64,"Submission",1,"4:24","UFC Fight Night: Thompson vs. Pettis","L",1,1,1,4,0,0,2,7,2,7,28,0,100,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,264,264,0,0,1,0,0,0,0,0,0,0,0,1,0,0,28,0,0,0,0,0,0,0,"North America"
"Marlon Vera","Jose Aldo",2018-12-29,"Ecuador","Bantamweight",68,136,1993-05-08,"RVCA","Chito","Switch",70,"Decision - Unanimous",3,"5:00","UFC Fight Night: Thompson vs. Neal","L",3,6,4,29,27,34,92,133,46,82,69,0,73,24,79,8,9,4,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,900,1,0,0,0,0,0,0,0,0,0,0,0,1,0,56,88,100,0,0,0,0,0,"South America"
"Marcin Tybura","Greg Hardy",2018-12-29,"Poland","Heavyweight",75,247,1987-12-07,"Ankos MMA","Tybur","Orthodox",78,"KO/TKO",2,"4:31","UFC Fight Night: Thompson vs. Neal","W",9,11,17,56,7,7,60,111,51,101,54,0,83,42,100,0,0,0,0,0,0,0,0,1,4,0,25,1,1,17,26,0,0,1,0,0,0,0,0,0,1,0,271,571,0,1,0,0,0,0,0,0,0,0,1,0,0,0,50,0,0,0,100,65,0,1,"Europe"
"Pannie Kianzad","Sijara Eubanks",2018-12-29,"Sweden","Women's Bantamweight",67,136,1993-03-24,"Arte Suave Copenhagen","Banzai","Orthodox",66,"Decision - Unanimous",3,"5:00","UFC Fight Night: Thompson vs. Neal","W",9,12,43,89,13,13,132,187,92,143,70,0,88,54,100,13,13,13,15,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,1,0,0,0,64,100,86,0,0,100,0,1,"Europe"
"Tai Tuivasa","Sergei Pavlovich",2019-02-09,"Australia","Heavyweight",74,265,1989-07-22,"Lions High Performance Centre","Bam Bam","Southpaw",75,"KO/TKO",1,"0:54","UFC Fight Night: Thompson vs. Holland","L",0,0,2,9,0,1,2,10,2,10,20,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54,54,0,1,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,"Oceania"
"Angela Hill","Emily Ducote",2019-02-09,"USA","Strawweight",63,115,1993-03-26,"Alliance MMA","Overkill","Orthodox",64,"Decision - Unanimous",3,"5:00","UFC Fight Night: Thompson vs. Holland","W",38,53,80,224,12,15,190,353,182,345,53,0,83,40,82,35,35,15,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,52,100,93,0,0,0,0,1,"North America"
"Matt Schnell","Matheus Nicolau",2019-03-02,"USA","Flyweight",68,125,1997-11-20,"American Top Team","Danger","Orthodox",70,"KO/TKO",2,"1:44","UFC Fight Night: Thompson vs. Holland","L",3,7,16,50,1,2,29,68,20,59,42,0,43,32,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,104,404,0,1,0,0,0,0,0,0,0,0,0,1,0,0,33,0,0,0,0,0,0,0,"North America"
"Marlon Vera","Davey Grant",2019-04-13,"Ecuador","Bantamweight",68,136,1988-07-09,"RVCA","Chito","Switch",70,"Decision - Unanimous",3,"5:00","UFC Fight Night: The Korean Zombie vs. Ige","W",15,21,31,73,15,15,112,172,105,162,65,0,82,55,100,8,8,11,13,0,0,1,0,2,2,0,100,5,5,20,27,0,0,0,0,0,0,0,3,0,0,1,300,900,1,0,0,0,0,0,0,0,0,0,0,0,1,0,64,100,84,0,100,74,0,1,"South America"
"Serghei Spivac","Aleksei Oleinik",2019-04-13,"Moldova","Heavyweight",75,256,1989-07-22,"Polar Bear Team","Polar Bear","Orthodox",78,"Decision - Unanimous",3,"5:00","UFC Fight Night: The Korean Zombie vs. Ige","W",1,1,53,110,1,1,112,181,71,136,61,0,100,51,100,2,2,2,6,0,0,0,0,0,0,0,0,0,0,12,16,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,1,0,0,0,52,100,33,0,0,75,0,1,"Europe"
"Casey O'Neill","Lara Procopio",2019-05-11,"Australia","Women's Flyweight",66,125,1984-03-16,"Fight Ready","King","Orthodox",69,"Submission",3,"2:54","UFC Fight Night: The Korean Zombie vs. Ige","W",11,12,25,75,7,7,176,246,71,129,71,0,92,42,100,8,9,1,3,0,0,0,0,1,2,0,50,4,4,15,19,0,0,0,0,0,0,2,2,0,1,0,174,774,0,0,1,0,0,0,0,0,0,0,0,0,0,1,55,88,33,0,100,78,0,1,"Oceania"
"Ricky Glenn","Joaquim Silva",2019-05-11,"USA","Welterweight",72,155,1991-09-25,"Absolute Mixed Martial Arts","The Gladiator","Southpaw",70,"KO/TKO",1,"0:37","UFC Fight Night: The Korean Zombie vs. Ige","W",0,0,1,3,1,1,14,22,10,17,63,2,0,56,100,0,0,2,3,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,1,0,0,37,37,0,1,0,0,0,0,0,0,0,0,0,1,0,0,58,0,66,0,0,60,0,1,"North America"
"Marlon Vera","Roman Salazar",2019-06-08,"Ecuador","Bantamweight",68,136,1984-02-12,"RVCA","Chito","Switch",70,"Submission",2,"2:15","UFC Fight Night: Teixeira vs. Saint Preux","W",5,7,5,19,1,1,26,49,25,48,53,0,78,45,100,2,2,0,1,0,1,0,0,0,0,0,0,0,0,12,18,0,0,0,0,0,0,0,2,0,0,1,135,435,0,0,1,0,0,0,0,0,0,0,0,0,1,0,52,100,0,0,0,66,0,1,"South America"
"Dan Hooker","Ian Entwistle",2019-06-08,"New Zealand","Lightweight",72,155,1993-03-16,"City Kickboxing","The Hangman","Orthodox",75,"KO/TKO",1,"3:34","UFC Fight Night: Te Huna vs. Marquardt","W",0,0,3,5,0,0,51,67,12,18,76,0,100,65,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,1,0,214,214,0,1,0,0,0,0,0,0,0,0,0,0,0,1,66,100,0,0,0,66,0,1,"Oceania"
